_id,Facility ID,Location ID,Facility Type (Display Name),Permit,FacilityType,Facility Rating,Asset Name
1452,74043,178,Outdoor Chess Table,None,Outdoor Chess Table,None,GEORGE CHATER PARKETTE - Outdoor Chess Table (  1)
1453,74044,178,Outdoor Chess Table,None,Outdoor Chess Table,None,GEORGE CHATER PARKETTE - Outdoor Chess Table (  2)
1454,3850,181,Outdoor Tennis Court,None,Outdoor Tennis Court,None,RENNIE PARK - Outdoor Tennis Court (  1)
1455,3851,181,Outdoor Tennis Court,None,Outdoor Tennis Court,None,RENNIE PARK - Outdoor Tennis Court (  2)
1456,3852,181,Outdoor Tennis Court,None,Outdoor Tennis Court,None,RENNIE PARK - Outdoor Tennis Court (  3)
1457,3853,181,Outdoor Tennis Court,None,Outdoor Tennis Court,None,RENNIE PARK - Outdoor Tennis Court (  4)
1458,5200,181,Shuffle Board,None,Shuffle Board,None,RENNIE PARK - Shuffle Board (  1)
1459,5201,181,Shuffle Board,None,Shuffle Board,None,RENNIE PARK - Shuffle Board (  2)
1460,5202,181,Wading Pool,None,Wading Pool,None,RENNIE PARK - Wading Pool
1461,6173,181,Picnic Shelter,picnic,Shelter,None,RENNIE PARK - Picnic Shelter
1462,28337,181,Picnic Site,picnic,Picnic Site,None,RENNIE PARK - Picnic Site (  1)
1463,29351,181,Washroom Facility,None,Washroom Building,None,DAVID H. WILLIAMS CLUBHOUSE
1464,32542,181,Parking Lot,None,Outdoor Parking Lot,None,RENNIE PARK - Parking Lot
1465,34175,181,Playground,None,Playground Site,None,RENNIE PARK - Playground
1466,43614,181,Outdoor Rink,ice,Outdoor Ice Pad,None,RENNIE PARK - Outdoor Ice Pad
1467,57381,181,Pond,None,Open Water,None,RENNIE PARK - Open Water (  1)
1468,57382,181,Pond,None,Open Water,None,RENNIE PARK - Open Water (  2)
1469,59902,181,Skate Trail,None,Skate Trail,None,RENNIE PARK - Skate Trail
1470,102025,181,Bottle Filling Station,None,Water Bottle Filling Count,None,RENNIE PARK - Drinking Water Source (  1)
1471,102026,181,Bottle Filling Station,None,Water Bottle Filling Count,None,RENNIE PARK - Drinking Water Source (  2)
1472,101625,183,Playground,None,Playground Site,None,ST. ANDREW'S PLAYGROUND - Playground
1473,101627,183,Dogs Off-Leash Area,None,Off Leash Area,None,ST. ANDREW'S PLAYGROUND - Off Leash Area
1474,101685,183,Bottle Filling Station,None,Water Bottle Filling Count,None,ST. ANDREW'S PLAYGROUND - Drinking Water Source (  1)
1475,132641,183,Dog Fountain,None,Dog Fountain Count,None,ST. ANDREW'S PLAYGROUND - Drinking Water Source (  2)
1476,2670,186,Drinking Fountain,None,Drinking Fountain Count,None,RITCHIE AVENUE PARKETTE - Drinking Water Source
1477,33885,186,Playground,None,Playground Site,None,RITCHIE AVENUE PARKETTE - Playground
1478,41905,186,Outdoor Table Tennis,None,Outdoor Table Tennis,None,RITCHIE AVENUE PARKETTE - Outdoor Table Tennis
1479,34207,187,Playground,None,Playground Site,None,MOUNT ROYAL PARKETTE - Playground
1480,1886,189,Washroom Facility,None,Washroom Building,None,NORTH TORONTO MEMORIAL COMMUNITY CENTRE
1481,4516,189,Outdoor Pool,pool,Outdoor Pool Tank,None,NORTH TORONTO MEMORIAL - Outdoor Pool Tank
1482,10498,189,Indoor Pool,pool,Indoor Pool Tank - A,A,NORTH TORONTO MEMORIAL COMMUNITY CENTRE - Indoor Pool Tank
1483,29890,189,Kitchen,room,Kitchen - A,A,NORTH TORONTO MEMORIAL COMMUNITY RECREATION CENTRE - Kitchen
1484,30473,189,Dressing Room,None,Change Room,None,NORTH TORONTO MEMORIAL COMMUNITY CENTRE - Dressing Room - Family
1485,30474,189,Dressing Room,None,Change Room,None,NORTH TORONTO MEMORIAL COMMUNITY CENTRE - Dressing Room - Female (  1)
1486,30475,189,Dressing Room,None,Change Room,None,NORTH TORONTO MEMORIAL COMMUNITY CENTRE - Dressing Room - Female (  2)
1487,30476,189,Dressing Room,None,Change Room,None,NORTH TORONTO MEMORIAL COMMUNITY CENTRE - Dressing Room - Male (  1)
1488,30477,189,Dressing Room,None,Change Room,None,NORTH TORONTO MEMORIAL COMMUNITY CENTRE - Dressing Room - Male (  2)
1489,40861,189,Weight/Cardio Room,None,Room-Fitness/Weight,None,NORTH TORONTO MEMORIAL COMMUNITY CENTRE - Fitness Centre
1490,41444,189,Gymnasium,gym,Gymnasium - A,A,NORTH TORONTO MEMORIAL COMMUNITY CENTRE - Gymnasium
1491,43584,189,Outdoor Rink,ice,Outdoor Ice Pad,None,NORTH TORONTO MEMORIAL - Outdoor Ice Pad (  2)
1492,43728,189,Outdoor Rink,ice,Outdoor Ice Pad,None,NORTH TORONTO MEMORIAL - Outdoor Ice Pad (  1)
1493,48037,189,Lounge,room,Room - B,B,NORTH TORONTO MEMORIAL COMMUNITY CENTRE - Lounge
1494,48038,189,Multipurpose Room,room,Room - A,A,NORTH TORONTO MEMORIAL COMMUNITY CENTRE - Multipurpose Room (  1)
1495,48039,189,Multipurpose Room,room,Room - C,C,NORTH TORONTO MEMORIAL COMMUNITY CENTRE - Multipurpose Room (  2)
1496,48392,189,Craft Room,room,Room-Craft - C,C,NORTH TORONTO MEMORIAL COMMUNITY CENTRE - Craft Room
1497,48393,189,Fitness/Dance Studio,None,Room - C,C,NORTH TORONTO MEMORIAL COMMUNITY CENTRE - Fitness/Dance Studio
1498,78859,189,Indoor Track,None,Indoor Track,None,NORTH TORONTO MEMORIAL COMMUNITY CENTRE - Indoor Track
1499,4700,190,Wading Pool,None,Wading Pool,None,CHELSEA AVENUE PLAYGROUND - Wading Pool
1500,29328,190,Fieldhouse,None,Fieldhouse,None,CHELSEA AVENUE PLAYGROUND - Fieldhouse
1501,34403,190,Playground,None,Playground Site,None,CHELSEA AVENUE PLAYGROUND - Playground
1502,102043,190,Bottle Filling Station,None,Water Bottle Filling Count,None,CHELSEA AVENUE PLAYGROUND - Drinking Water Source (  2)
1503,2601,191,Drinking Fountain,None,Drinking Fountain Count,None,ST. JAMES TOWN WEST PARK - Drinking Water Source
1504,33855,191,Playground,None,Playground Site,None,ST. JAMES TOWN WEST PARK - Playground
1505,2415,192,Dog Fountain,None,Dog Fountain Count,None,CHORLEY PARK - Drinking Water Source
1506,2415,192,Drinking Fountain,None,Drinking Fountain Count,None,CHORLEY PARK - Drinking Water Source
1507,40269,192,Bike Trail,None,Bike Trail,None,CHORLEY PARK TRAIL (  1)
1508,40270,192,Bike Trail,None,Bike Trail,None,CHORLEY PARK TRAIL (  2)
1509,40272,192,Bike Trail,None,Bike Trail,None,CHORLEY PARK TRAIL (  4)
1510,40273,192,Bike Trail,None,Bike Trail,None,CHORLEY PARK TRAIL (  5)
1511,2131,193,Drinking Fountain,None,Drinking Fountain Count,None,ALEXANDER MUIR MEMORIAL GARDENS - Drinking Water Source
1512,102125,194,Drinking Fountain,None,Drinking Fountain Count,None,JOSEPH SHEARD PARKETTE - Drinking Water Source
1513,102125,194,Bottle Filling Station,None,Water Bottle Filling Count,None,JOSEPH SHEARD PARKETTE - Drinking Water Source
1514,2598,195,Drinking Fountain,None,Drinking Fountain Count,None,ST. MARY STREET PARKETTE - Drinking Water Source
1515,2413,196,Drinking Fountain,None,Drinking Fountain Count,None,CHRISTIE PITS PARK - Drinking Water Source (  1)
1516,2414,196,Drinking Fountain,None,Drinking Fountain Count,None,CHRISTIE PITS PARK - Drinking Water Source (  2)
1517,3429,196,Outdoor Basketball Court,None,Basketball Court,None,CHRISTIE PITS PARK - Basketball Court
1518,3430,196,Outdoor Volleyball Court,None,Outdoor Volleyball Court,None,CHRISTIE PITS PARK - Volleyball Court
1519,5861,196,Amphitheatre,special,Amphitheatre,None,CHRISTIE PITS PARK - Amphitheatre
1520,17713,196,Sport Field,sport,Soccer Field - C,C,CHRISTIE PITS PARK - Soccer Field
1521,18137,196,Ball Diamond,sport,Baseball Diamond Field - A,A,DOMINICO FIELD
1522,18138,196,Ball Diamond,sport,Baseball Diamond Field - C,C,CHRISTIE PITS PARK - Baseball Diamond Field (  2)
1523,18139,196,Ball Diamond,sport,Baseball Diamond Field - B,B,CHRISTIE PITS PARK - Baseball Diamond Field (  3)
1524,28286,196,Picnic Site,picnic,Picnic Site,None,CHRISTIE PITS PARK - Picnic Site (  1)
1525,28886,196,Changeroom Facility,None,Changeroom Building,None,SID SMITH A.I.R. BUILDING
1526,28886,196,Washroom Facility,None,Washroom Building,None,SID SMITH A.I.R. BUILDING
1527,29196,196,Firepit,None,Firepit,None,CHRISTIE PITS PARK - Firepit
1528,29788,196,Kitchen,room,Kitchen,None,SID SMITH A.I.R. BUILDING - Kitchen
1529,30108,196,Dressing Room,None,Change Room,None,SID SMITH A.I.R. BUILDING - Dressing Room - Family
1530,32244,196,Parking Lot,None,Outdoor Parking Lot,None,CHRISTIE PITS PARK - Parking Lot
1531,34407,196,Playground,None,Playground Site,None,CHRISTIE PITS PARK - Playground
1532,36305,196,Outdoor Oven,None,Outdoor Oven,None,CHRISTIE PITS PARK - Bake Oven
1533,36482,196,Washroom Facility,None,Washroom Building,None,CHRISTIE PITS PARK - Clubhouse
1534,40288,196,Bike Trail,None,Bike Trail,None,CHRISTIE PITS PARK TRAIL ( 15)
1535,40291,196,Bike Trail,None,Bike Trail,None,CHRISTIE PITS PARK TRAIL ( 18)
1536,40292,196,Bike Trail,None,Bike Trail,None,CHRISTIE PITS PARK TRAIL ( 19)
1537,43578,196,Outdoor Rink,ice,Outdoor Ice Pad,None,SID SMITH - Outdoor Ice Pad
1538,43676,196,Sportspad Area,None,Sportspad Area,None,CHRISTIE PITS PARK - Sportspad Area
1539,46462,196,Picnic Shelter,picnic,Shelter,None,CHRISTIE PITS PARK - Picnic Shelter
1540,49582,196,Picnic Site,picnic,Picnic Site,None,CHRISTIE PITS PARK - Picnic Site (  2)
1541,49583,196,Picnic Site,picnic,Picnic Site,None,CHRISTIE PITS PARK - Picnic Site (  3)
1542,49584,196,Picnic Site,picnic,Picnic Site,None,CHRISTIE PITS PARK - Picnic Site (  4)
1543,49585,196,Picnic Site,picnic,Picnic Site,None,CHRISTIE PITS PARK - Picnic Site (  5)
1544,78175,196,Outdoor Table Tennis,None,Outdoor Table Tennis,None,CHRISTIE PITS PARK - Outdoor Table Tennis (  1)
1545,78176,196,Outdoor Table Tennis,None,Outdoor Table Tennis,None,CHRISTIE PITS PARK - Outdoor Table Tennis (  2)
1546,78177,196,Outdoor Table Tennis,None,Outdoor Table Tennis,None,CHRISTIE PITS PARK - Outdoor Table Tennis (  3)
1547,94407,196,Skateboard Area,None,Skateboard Area,None,CHRISTIE PITS PARK - Skateboard Area
1548,102116,196,Bottle Filling Station,None,Water Bottle Filling Count,None,CHRISTIE PITS PARK - Drinking Water Source (  3)
1549,3718,200,Outdoor Tennis Court,None,Outdoor Tennis Court,None,SIR WINSTON CHURCHILL PARK - Outdoor Tennis Court (  4)
1550,3719,200,Outdoor Tennis Court,None,Outdoor Tennis Court,None,SIR WINSTON CHURCHILL PARK - Outdoor Tennis Court (  5)
1551,3720,200,Outdoor Tennis Court,None,Outdoor Tennis Court,None,SIR WINSTON CHURCHILL PARK - Outdoor Tennis Court (  6)
1552,3721,200,Outdoor Tennis Court,None,Outdoor Tennis Court,None,SIR WINSTON CHURCHILL PARK - Outdoor Tennis Court (  7)
1553,3722,200,Outdoor Tennis Court,None,Outdoor Tennis Court,None,SIR WINSTON CHURCHILL PARK - Outdoor Tennis Court (  8)
1554,3723,200,Outdoor Tennis Court,None,Outdoor Tennis Court,None,SIR WINSTON CHURCHILL PARK - Outdoor Tennis Court (  9)
1555,3724,200,Outdoor Tennis Court,None,Outdoor Tennis Court,None,SIR WINSTON CHURCHILL PARK - Outdoor Tennis Court ( 10)
1556,29641,200,Washroom Facility,None,Washroom Building,None,SIR WINSTON CHURCHILL PARK TENNIS CLUBHOUSE
1557,33839,200,Playground,None,Playground Site,None,SIR WINSTON CHURCHILL PARK - Playground
1558,40529,200,Bike Trail,None,Bike Trail,None,SIR WINSTON CHURCHILL PARK TRAIL (  1)
1559,40530,200,Bike Trail,None,Bike Trail,None,SIR WINSTON CHURCHILL PARK TRAIL (  2)
1560,40531,200,Bike Trail,None,Bike Trail,None,SIR WINSTON CHURCHILL PARK TRAIL (  3)
1561,40532,200,Bike Trail,None,Bike Trail,None,SIR WINSTON CHURCHILL PARK TRAIL (  4)
1562,40929,200,Multipurpose Field,None,Multipurpose Field - B,B,SIR WINSTON CHURCHILL PARK - Multipurpose Field
1563,57391,200,Pond,None,Open Water,None,SIR WINSTON CHURCHILL PARK - Open Water
1564,80583,200,Dogs Off-Leash Area,None,Off Leash Area,None,SIR WINSTON CHURCHILL PARK - Off Leash Area
1565,80648,200,Drinking Fountain,None,Drinking Fountain Count,None,SIR WINSTON CHURCHILL PARK - Drinking Water Source (  1)
1566,80648,200,Dog Fountain,None,Dog Fountain Count,None,SIR WINSTON CHURCHILL PARK - Drinking Water Source (  1)
1567,102038,200,Bottle Filling Station,None,Water Bottle Filling Count,None,SIR WINSTON CHURCHILL PARK - Drinking Water Source (  2)
1568,102038,200,Drinking Fountain,None,Drinking Fountain Count,None,SIR WINSTON CHURCHILL PARK - Drinking Water Source (  2)
1569,102038,200,Dog Fountain,None,Dog Fountain Count,None,SIR WINSTON CHURCHILL PARK - Drinking Water Source (  2)
1570,102201,200,Dog Fountain,None,Dog Fountain Count,None,SIR WINSTON CHURCHILL PARK - Drinking Water Source (  3)
1571,18126,202,Cricket Pitch Field,sport,Cricket Pitch Field - C,C,ASHTONBEE RESERVOIR PARK - Cricket Pitch Field (  1)
1572,18127,202,Cricket Pitch Field,sport,Cricket Pitch Field - C,C,ASHTONBEE RESERVOIR PARK - Cricket Pitch Field (  2)
1573,18128,202,Sport Field,sport,Soccer Field - C,C,ASHTONBEE RESERVOIR PARK - Soccer Field (  1)
1574,18129,202,Sport Field,sport,Soccer Field - C,C,ASHTONBEE RESERVOIR PARK - Soccer Field (  2)
1575,18130,202,Sport Field,sport,Soccer Field - C,C,ASHTONBEE RESERVOIR PARK - Soccer Field (  3)
1576,29276,202,Washroom Facility,None,Washroom Building,None,ASHTONBEE RESERVOIR PARK - Washroom Building
1577,97247,202,Gazebo,None,Gazebo,None,ASHTONBEE RESERVOIR PARK - Gazebo/Shade Structure
1578,102126,202,Bottle Filling Station,None,Water Bottle Filling Count,None,ASHTONBEE RESERVOIR PARK - Drinking Water Source (  2)
1579,2410,204,Dog Fountain,None,Dog Fountain Count,None,CLARENCE SQUARE PARK - Drinking Water Source (  1)
1580,24984,204,Dogs Off-Leash Area,None,Off Leash Area,None,CLARENCE SQUARE PARK - Off Leash Area
1581,57602,204,Dog Fountain,None,Dog Fountain Count,None,CLARENCE SQUARE PARK - Drinking Water Source (  2)
1582,71083,204,Bottle Filling Station,None,Water Bottle Filling Count,None,CLARENCE SQUARE PARK - Drinking Water Source (  3)
1583,2600,205,Drinking Fountain,None,Drinking Fountain Count,None,ST. PATRICKS SQUARE - Drinking Water Source
1584,2423,207,Drinking Fountain,None,Drinking Fountain Count,None,CHARLOTTE MAHER PARK - Drinking Water Source
1585,34397,207,Playground,None,Playground Site,None,CHARLOTTE MAHER PARK - Playground
1586,33872,208,Playground,None,Playground Site,None,SUYDAM PARK - Playground
1587,102063,208,Bottle Filling Station,None,Water Bottle Filling Count,None,SUYDAM PARK - Drinking Water Source
1588,102063,208,Drinking Fountain,None,Drinking Fountain Count,None,SUYDAM PARK - Drinking Water Source
1589,2827,209,Dogs Off-Leash Area,None,Off Leash Area,None,CHERRY BEACH CLARKE BEACH PARK - Off Leash Area
1590,17062,209,Beach,None,Beach,None,CHERRY BEACH
1591,23247,209,Bike Trail,None,Bike Trail,None,MARTIN GOODMAN TRAIL ( 10)
1592,23258,209,Bike Trail,None,Bike Trail,None,MARTIN GOODMAN TRAIL ( 11)
1593,23269,209,Bike Trail,None,Bike Trail,None,MARTIN GOODMAN TRAIL ( 12)
1594,23280,209,Bike Trail,None,Bike Trail,None,MARTIN GOODMAN TRAIL ( 13)
1595,23291,209,Bike Trail,None,Bike Trail,None,MARTIN GOODMAN TRAIL ( 14)
1596,23301,209,Bike Trail,None,Bike Trail,None,MARTIN GOODMAN TRAIL ( 15)
1597,23302,209,Bike Trail,None,Bike Trail,None,MARTIN GOODMAN TRAIL ( 16)
1598,28284,209,Picnic Site,picnic,Picnic Site,None,CHERRY BEACH CLARKE BEACH PARK - Picnic Site (  1)
1599,37108,209,Washroom Facility,None,Washroom Building,None,CHERRY BEACH CLARKE BEACH PARK - Washroom Building
1600,44884,209,Parking Lot,None,Outdoor Parking Lot,None,CHERRY BEACH CLARKE BEACH PARK - Parking Lot (  2)
1601,44886,209,Parking Lot,None,Outdoor Parking Lot,None,CHERRY BEACH CLARKE BEACH PARK - Parking Lot (  1)
1602,49615,209,Picnic Site,picnic,Picnic Site,None,CHERRY BEACH CLARKE BEACH PARK - Picnic Site (  2)
1603,2660,210,Drinking Fountain,None,Drinking Fountain Count,None,ROSEDALE PARK - Drinking Water Source (  1)
1604,3810,210,Outdoor Tennis Court,None,Outdoor Tennis Court,None,ROSEDALE PARK - Outdoor Tennis Court (  1)
1605,3811,210,Outdoor Tennis Court,None,Outdoor Tennis Court,None,ROSEDALE PARK - Outdoor Tennis Court (  2)
1606,3812,210,Outdoor Tennis Court,None,Outdoor Tennis Court,None,ROSEDALE PARK - Outdoor Tennis Court (  1)
1607,3813,210,Outdoor Tennis Court,None,Outdoor Tennis Court,None,ROSEDALE PARK - Outdoor Tennis Court (  4)
1608,3814,210,Outdoor Tennis Court,None,Outdoor Tennis Court,None,ROSEDALE PARK - Outdoor Tennis Court (  5)
1609,3815,210,Outdoor Tennis Court,None,Outdoor Tennis Court,None,ROSEDALE PARK - Outdoor Tennis Court (  6)
1610,3816,210,Outdoor Tennis Court,None,Outdoor Tennis Court,None,ROSEDALE PARK - Outdoor Tennis Court (  3)
1611,3817,210,Outdoor Tennis Court,None,Outdoor Tennis Court,None,ROSEDALE PARK - Outdoor Tennis Court (  2)
1612,5172,210,Wading Pool,None,Wading Pool,None,ROSEDALE PARK - Wading Pool
1613,14298,210,Outdoor Dry Pad,ice,Outdoor Dry Pad - A,A,ROSEDALE PARK - Outdoor Artificial Ice Rink
1614,17913,210,Ball Diamond,sport,Baseball Diamond Field - B,B,ROSEDALE PARK - Baseball Diamond Field
1615,17914,210,Multipurpose Field,None,Multipurpose Field - B,B,ROSEDALE PARK - Multipurpose Field
1616,29616,210,Washroom Facility,None,Washroom Building,None,ROSEDALE PARK TENNIS CLUBHOUSE
1617,33893,210,Playground,None,Playground Site,None,ROSEDALE PARK - Playground
1618,43601,210,Outdoor Rink,ice,Outdoor Ice Pad,None,ROSEDALE PARK - Outdoor Ice Pad
1619,49749,210,Outdoor Table Tennis,None,Outdoor Table Tennis,None,ROSEDALE PARK - Outdoor Table Tennis
1620,76363,210,Gazebo,None,Gazebo,None,ROSEDALE PARK - Shade Structure
1621,102208,210,Dog Fountain,None,Dog Fountain Count,None,ROSEDALE PARK - Drinking Water Source (  2)
1622,2404,211,Drinking Fountain,None,Drinking Fountain Count,None,CLOSE AVENUE PARKETTE - Drinking Water Source
1623,4674,211,Wading Pool,None,Wading Pool,None,CLOSE AVENUE PARKETTE - Wading Pool
1624,34415,211,Playground,None,Playground Site,None,CLOSE AVENUE PARKETTE - Playground
1625,2590,212,Drinking Fountain,None,Drinking Fountain Count,None,STANLEY PARK NORTH - TORONTO - Drinking Water Source
1626,3691,212,Outdoor Basketball Court,None,Basketball Court,None,STANLEY PARK NORTH - TORONTO - Basketball Court
1627,5062,212,Shuffle Board,None,Shuffle Board,None,STANLEY PARK NORTH - TORONTO - Shuffle Board
1628,5063,212,Wading Pool,None,Wading Pool,None,STANLEY PARK NORTH - TORONTO - Wading Pool
1629,29644,212,Washroom Facility,None,Washroom Building,None,STANLEY PARK NORTH - TORONTO - Storage Building
1630,33861,212,Playground,None,Playground Site,None,STANLEY PARK NORTH - TORONTO - Playground
1631,40936,212,Outdoor Table Tennis,None,Outdoor Table Tennis,None,STANLEY PARK NORTH - TORONTO - Outdoor Table Tennis
1632,2588,214,Drinking Fountain,None,Drinking Fountain Count,None,STEPHENSON PARK - Drinking Water Source
1633,3685,214,Sportspad Area,None,Sportspad Area,None,STEPHENSON PARK - Sportspad Area
1634,3685,214,Pickleball Court,None,None,None,STEPHENSON PARK - Sportspad Area
1635,5056,214,Wading Pool,None,Wading Pool,None,STEPHENSON PARK - Wading Pool
1636,17943,214,Ball Diamond,sport,Baseball Diamond Field - C,C,STEPHENSON PARK - Baseball Diamond Field
1637,29646,214,Fieldhouse,None,Fieldhouse,None,STEPHENSON PARK - Fieldhouse
1638,33864,214,Playground,None,Playground Site,None,STEPHENSON PARK - Playground
1639,49753,214,Outdoor Table Tennis,None,Outdoor Table Tennis,None,STEPHENSON PARK - Outdoor Table Tennis
1640,59922,214,Firepit,None,Firepit,None,STEPHENSON PARK - Firepit
1641,2455,215,Drinking Fountain,None,Drinking Fountain Count,None,BROADLANDS PARK - Drinking Water Source
1642,3475,215,Outdoor Tennis Court,None,Outdoor Tennis Court,None,BROADLANDS PARK - Outdoor Tennis Court (  1)
1643,3476,215,Outdoor Tennis Court,None,Outdoor Tennis Court,None,BROADLANDS PARK - Outdoor Tennis Court (  2)
1644,3477,215,Outdoor Tennis Court,None,Outdoor Tennis Court,None,BROADLANDS PARK - Outdoor Tennis Court (  3)
